PROLIFIC_PID	Task	word_1	word_2	word_3	word_4	word_5	word_6	word_7	word_8	word_9	word_10	word_11	word_12	word_13	word_14	word_15	word_16	word_17	word_18	word_19	word_20
6392 3397	CFA	moisturize	moisturizer	lotion	shampoo	deodorant	antiperspirant	mouthwash	mouthwashe	whitener	petrolatum	emollient	astringent	cream	cleanser	depilatory	pomade	salicylic	calamine	ointment	balm
6392 3398	CFA	slack	khakis	jean	denim	legging	cardigan	blazer	corduroy	oxford	chino	chambray	slouchy	culotte	capri	espadrille	bermuda	trouser	pant	tight	dungaree
6392 3399	CFA	laxer	tight	loose	tighten	loosen	toughen	strict	toughening	tough	stiff	harsher	sterner	strong	weak	soft	firm	soften	weaken	strengthen	improve
6392 3400	CFA	afford	affording	offer	provide	give	lend	bring	create	introduce	deliver	combine	leverage	integrate	enable	allow	let	utilize	use	incorporate	complement
6392 3401	CFA	definition	categorization	classify	categorize	define	interpret	characterize	distinguish	discern	decipher	decode	deduce	parse	disambiguate	understand	comprehend	fathom	imagine	explain	describe
6392 3402	CFA	bracket	tourney	tournament	quarterfinal	semifinal	final	semis	championship	playoff	champ	champion	undefeated	unbeaten	win	victory	triumph	victorious	defeat	trounce	drub
6392 3403	CFA	epistle	gospel	apostle	disciple	prophet	prophecy	prophesie	prophesy	foretold	foretell	portent	omen	augury	oracle	soothsayer	astrologer	seer	diviner	spiritualist	mystic
6392 3404	CFA	dandle	knickerbocker	brogan	clodhopper	bouffant	pompadour	afros	dashiki	fezze	cummerbund	scrunchie	pinafore	muumuus	negligee	shirtwaist	nightshirt	underskirt	jabot	placket	armhole
6392 3405	CFA	petunia	petunias	zinnias	zinnia	hydrangea	clematis	dahlia	geranium	nasturtium	hollyhock	phlox	aster	honeysuckle	foxglove	delphinium	primrose	cyclaman	cyclamen	verbena	forsythia
6392 3406	CFA	eye	eyelid	cheek	nostril	forehead	lip	brow	cheekbone	hairline	earlobe	chin	nose	jaw	forearm	bicep	thigh	buttock	abdomen	torso	chest
6392 3407	CFA	antihero	misanthrope	prig	lecher	wastrel	lech	dipsomaniac	sluttish	slatternly	shrewish	harpy	harridan	virago	floozy	floozie	nymphomaniac	strumpet	sexpot	vixenish	minx
6392 3408	CFA	interviewee	inquisitor	interviewer	reporter	newsman	newscaster	journalist	photojournalist	cameraman	camerawoman	photographer	freelancer	corespondent	correspondant	correspondent	writer	editor	columnist	commentator	pundit
6392 3409	CFA	foretold	portend	harbinger	portent	oman	omen	tiding	augury	foretell	prophesy	prophesie	prophecy	prophetic	prophet	sage	soothsayer	seer	oracle	diviner	palmist
6392 3410	CFA	fieriness	irascibility	cantankerousness	wryness	archness	drollness	breeziness	suavity	impishness	slyness	subtlety	nuance	pathos	profundity	lyricism	soulfulness	virtuosity	expressiveness	playfulness	whimsy
6392 3411	CFA	scrap	shelve	abandon	forgo	nix	spurn	reject	shun	eschew	forsake	forswear	forego	defer	reconsider	rethink	reassess	reexamine	revisit	reappraise	reevaluate
6392 3412	CFA	detour	reroute	divert	redirect	funnel	syphon	siphon	channel	pump	inject	injection	infusion	infuse	pour	flow	seep	drip	soak	drench	douse
6392 3413	CFA	sst	somatostatin	keto	erythrocyte	leukocyte	glucokinase	catalase	riboflavin	thiamin	thiamine	protein	enzyme	molecule	receptor	peptide	antibodie	antigen	antibody	murine	phenotype
6392 3414	CFA	jeer	boo	heckle	taunt	mock	lampoon	deride	lambaste	assail	excoriate	castigate	criticize	chastise	rebuke	scold	chide	berate	upbraid	pillory	ridicule
6392 3415	CFA	helpfully	cheekily	cheerfully	slyly	mischievously	playfully	casually	nonchalantly	sheepishly	coyly	laughingly	jokingly	wryly	sarcastically	facetiously	mockingly	snidely	condescendingly	disdainfully	contemptuously
6392 3416	CFA	interrogate	infiltrate	befriend	kidnap	discover	learn	convince	enlist	seduce	persuade	pretend	confide	confesse	realize	forget	confront	succumb	flee	abandon	decamp
6392 3417	CFA	exhort	urge	implore	beseech	beg	plead	plea	entreaty	urging	admonition	admonishment	scolding	exhortation	denunciation	condemnation	denouncement	rebuke	scold	chastise	criticize
6392 3418	CFA	tendentiously	tendentious	fallacious	fatuous	absurd	preposterous	implausible	illogical	ridiculous	laughable	nonsensical	ludicrous	outrageous	outlandish	asinine	idiotic	moronic	inane	silly	trite
6392 3419	CFA	sequester	neutralize	counteract	counter	thwart	prevent	avoid	minimize	reduce	curb	combat	eradicate	rid	eliminate	remove	banish	discard	erase	overcome	alleviate
6392 3420	CFA	volley	lob	loft	flick	rifle	deflect	parry	palm	cannon	fizz	miscue	sky	mistime	mistiming	tamely	rasp	inrushe	onrushe	angle	scuff
6392 3421	CFA	present	presentation	seminar	colloquium	lecture	symposium	workshop	forum	meet	meeting	conference	briefing	teleconference	luncheon	banquet	dinner	breakfast	brunch	supper	potluck
6392 3422	CFA	dna	geno	vivian	gina	monica	michele	danielle	lori	becky	nikki	christina	susie	jensen	meyer	whitney	nigel	adrian	derek	travis	joel
6392 3423	CFA	slant	curve	arch	pilaster	archway	gable	dormer	mansard	lintel	balustrade	baluster	mullion	casement	jamb	wainscot	wainscotting	wainscote	panel	molding	valance
6392 3424	CFA	stupefie	repulse	enrage	disgust	appall	frighten	bother	terrifie	annoy	irritate	confuse	anger	frustrate	infuriate	irk	rile	dismays	bewilder	perplexe	mystifie
6392 3425	CFA	fox squirrel	bobwhite	bobolink	dickcissel	ovenbird	redstart	pipit	avocet	whimbrel	curlew	curlews	lapwe	lapwing	bittern	skylark	nightjar	bullfinch	linnet	chaffinche	waxwing
6392 3426	CFA	gift	valentine	sweetie	kiddo	mama	mamma	momma	grandma	mom	mother	aunt	grandmother	daughter	granddaughter	grandson	son	niece	father	uncle	nephew
6392 3427	CFA	motor	automobile	auto	automaker	automotive	electronic	aerospace	avionic	aeronautic	aviation	aeronautical	aircraft	airplane	jet	plane	airliner	jetliner	turboprop	airbus	airline
6392 3428	CFA	satiny	buttery	creamy	tangy	garlicky	lemony	sweetish	vinegary	peppery	spicy	flavorful	savory	delicious	scrumptious	delectable	tasty	yummy	succulent	luscious	fruity
6392 3429	CFA	hangnail	ouchy	contuse	carpus	carpal	tubercle	tarsus	phalanx	metacarpal	tibia	vertebras	cartilage	thighbone	femora	maxillary	maxilla	mastoid	auricle	ganglion	papilla
6392 3430	CFA	pigeonhole	cubbyhole	cubby	bookcase	drawer	cupboard	closet	cabinet	bookshelf	shelf	rack	wastebasket	trashcan	bin	receptacle	ashtray	spittoon	coffeepot	washstand	washbasin
6392 3431	CFA	pinhole	indentation	dimple	concave	curve	rectangular	rectangle	semicircle	oblong	pentagonal	hexagonal	hexagon	rhombus	equilateral	polyhedron	tetrahedron	octagon	parallelogram	spheroidal	spherical
6392 3432	CFA	senseless	thoughtless	inconsiderate	thoughtlessness	callous	uncare	unfeele	arrogant	egotistical	egotistic	egocentric	selfish	greedy	heartless	cowardly	contemptible	despicable	shameful	reprehensible	disgraceful
6392 3433	CFA	shudder	shiver	swelter	muggy	balmy	chilly	blustery	frigid	snowy	wintry	icy	windy	overcast	sunny	drizzly	misty	foggy	cloudy	humid	damp
6392 3434	CFA	lecturer	postgraduate	studentship	fellowship	professorship	undergraduate	doctoral	postdoctoral	postdoc	biochemist	biophysicist	neuroscientist	researcher	scientist	professor	geneticist	biologist	ecologist	zoologist	paleontologist
6392 3435	CFA	jauntiness	melodiousness	euphony	assonance	metrical	rhythmic	rhythmical	rhythmically	syncopate	rhythm	polyrhythm	syncopation	pizzicatos	tremolos	glissando	glissandi	pizzicati	pizzicato	legato	pianissimo
6392 3436	CFA	toll	bell	chime	trumpet	horn	bugle	fife	bagpipe	piper	bugler	trumpeter	drummer	percussionist	vibraphone	percussion	woodwind	cello	bassoon	clarinet	trombone
6392 3437	CFA	attune	actualize	vitalize	vivify	transfigure	transfiguration	immanence	fleshly	beatitude	fulness	blessedness	lowliness	littleness	sublimity	effulgence	joyousness	endlessness	formlessness	infinitude	pantheistic
6392 3438	CFA	faultline	battleline	schism	rift	divide	chasm	gap	disparity	discrepancy	mismatch	imbalance	inequity	inequality	unequal	inequitable	unfairness	injustice	unjust	unfair	discriminatory
6392 3439	CFA	sheet	binder	laminate	photocopy	handwritten	typewritten	foolscap	notepaper	scribble	jot	type	retype	typeset	print	legibly	legible	illegible	unreadable	readable	illegibly
6392 3440	CFA	decapitation	gore	gory	goriest	gorier	grisly	gruesome	horrify	frightening	unnerve	scary	creepy	terrify	chill	unsettle	disturb	disquiet	shocking	startling	disconcert
6392 3441	CFA	off	relegation	relegate	adrift	languish	flounder	founder	teeter	implode	collapse	crumble	disintegrate	decay	rot	rotten	wretche	dreadful	horrendous	terrible	awful
6392 3442	CFA	gratuitously	pointlessly	needlessly	wantonly	irresponsibly	unnecessarily	unnecessary	unneede	superfluous	useless	irrelevant	worthless	meaningless	pointless	nonsensical	ludicrous	ridiculous	illogical	preposterous	laughable
6392 3443	CFA	doorframe	hasp	padlock	deadbolt	jamb	mortice	tenon	countersink	countersunk	flange	ferrule	sheave	bush	bushing	stiffener	gussete	sleeve	platen	bevel	rustproof
6392 3444	CFA	upsmanship	gamesmanship	grandstand	showboate	histrionic	antic	tomfoolery	shenanigan	machination	skulduggery	chicanery	skullduggery	subterfuge	trickery	sleight	legerdemain	wizardry	foolery	gimmickry	gimmick
6392 3445	CFA	sculpt	sculptural	sculpture	sculptor	painter	artist	muralist	ceramicist	watercolor	painting	artwork	canvas	etching	woodcut	collage	acrylic	pastel	paint	tempera	masonite
6392 3446	CFA	beholden	pander	kowtow	appease	placate	antagonize	alienate	anger	marginalize	demonize	vilify	persecute	oppress	tyrannize	revile	hate	despise	dissing	ridicule	belittle
6392 3447	CFA	catalpa	bayberry	honeysuckle	forsythia	spirea	viburnum	daphne	dogwood	holly	hydrangea	clematis	rhododendron	camellia	fuchsias	dahlia	perennial	annual	geranium	zinnias	petunias
6392 3448	CFA	woong	chul	seong	myung	yeong	gyu	jin	yong	yoon	kyong	duk	jong	hak	hee	ju	hwang	kwang	gyo	hong	kwan
6392 3449	CFA	obsequiousness	servility	ingratitude	cowardice	arrogance	incompetence	ineptness	ineptitude	indifference	ignorance	callousness	stupidity	idiocy	hypocrisy	duplicity	mendacity	shamelessness	venality	perfidy	hubris
6392 3450	CFA	encore	duet	rendition	song	lyric	melody	harmony	melodically	instrumental	vocal	melodic	bluesy	jazzy	soulful	tuneful	ballad	tune	ditty	lilt	melodious
6392 3451	CFA	salami	salamis	sausage	meat	steak	sirloin	porterhouse	filet	tenderloin	fillet	butterflie	cutlet	chateaubriand	poussin	bearnaise	sweetbread	ragout	ragu	marsala	alfredo
6392 3452	CFA	ilan	itu	gid	nyo	iya	nao	isu	iyi	aar	kab	kahan	karna	tarah	kaa	teri	zara	jaan	badi	paar	roz
6392 3453	CFA	thickness	width	diameter	radius	geometry	curvature	corrugation	waviness	roughen	carbide	spheroidal	eutectic	anneal	lamination	modulu	ductility	ksi	ductile	conductivity	isotropic
6392 3454	CFA	curtail	hinder	stymie	stifle	hamstring	undermine	undercut	hamper	impede	jeopardize	compromise	disrupt	sabotage	cripple	hobble	beset	plague	mar	dog	bedevil
6392 3455	CFA	wig	mousse	peroxide	mohican	bouffant	pompadour	coif	hairdo	hairstyle	hair	tresse	mane	coiffure	perm	frizzy	plait	braid	dreadlock	cornrow	afro
6392 3456	CFA	roughhouse	catnap	kennel	cat	kitty	dog	canine	pooch	pet	animal	puppy	kitten	pup	feline	chihuahuas	tabby	dachshund	pug	schnauzer	poodle
6392 3457	CFA	exaggerate	distort	ignore	undercut	negate	diminish	undermine	jeopardize	erode	weaken	curtail	dampen	impede	hinder	stifle	stymie	thwart	disrupt	cripple	destroy
6392 3459	CFA	yakking	gabbing	yack	natter	yap	jabber	yammer	prattle	pontificate	whine	bitch	bellyache	gripe	grouse	carp	grumble	complain	moan	bleat	rant
6392 3460	CFA	cornell	monroe	durham	lori	michele	susie	christina	paula	whitney	lindsey	nigel	becky	danielle	nikki	jar	adrian	jensen	meyer	christine	kristin
6392 3461	CFA	sort	type	particular	kind	basically	essentially	practically	completely	entirely	wholly	largely	mostly	totally	utterly	terribly	horribly	hideously	dreadfully	horrendously	wretchedly
6392 3462	CFA	ecology	ecologist	ornithologist	biologist	zoologist	paleontologist	archaeologist	anthropologist	archeologist	archeology	archaeological	archeological	excavation	excavate	potsherd	fossil	paleontology	geology	geologist	mineralogist
6392 3463	CFA	restrict	limit	curtail	curb	diminish	erode	undermine	hinder	hamper	impede	inhibit	stifle	stymie	hamstring	constrain	encumber	unencumbered	unburden	burden	beset
6392 3465	CFA	preschool	kindergarten	school	classroom	teacher	elementary	kindergartener	student	pupil	schoolchildren	youngster	child	parent	kid	preschooler	adult	teen	teenager	adolescent	old
6392 3466	CFA	colored	white	black	nonwhite	minority	caucasian	hispanic	latino	asian	mexican	americans	ppl	african	sinhalese	pakistani	muslim	christians	christian	jews	arab
6392 3467	CFA	maniacal	manic	spastic	demente	psychotic	schizophrenic	psychopathic	homicidal	derange	unhinge	insane	lunatic	madman	maniac	sociopath	psychopath	psycho	weirdo	wacko	loony
6392 3468	CFA	angle	acutest	diagonal	curve	diagonally	perpendicular	vertically	vertical	laterally	lateral	horizontal	horizontally	transversely	radially	concentrically	longitudinally	curvature	tubercle	concavity	corrugation
6392 3470	CFA	drawback	pitfall	shortcome	flaw	deficiency	failing	inadequacy	shortcoming	lapse	failure	weakness	inconsistency	discrepancy	difference	gap	disparity	inequity	inequality	imbalance	inefficiency
6392 3471	CFA	brightly	promisingly	shakily	timidly	shyly	hesitantly	hesitatingly	politely	smilingly	sheepishly	apologetically	bashfully	cheerfully	cheerily	nonchalantly	casually	slyly	playfully	jovially	affably
6392 3472	CFA	rototiller	lawnmower	mower	tractor	truck	vehicle	car	minivan	sedan	hatchback	coupe	roadster	hardtop	econobox	camry	suv	prius	volvo	subaru	chevrolet
6392 3473	CFA	ideograph	pinyin	xiang	xia	guo	xin	zhong	jiang	qe	cai	zi	zhu	xing	shao	kao	lao	chua	gao	kou	liu
6392 3474	CFA	fragmentation	fragment	balkanize	homogenous	homogeneous	homogenize	homogenization	homogeneity	heterogeneity	heterogeneous	monolithic	hierarchical	hierarchy	ossify	hidebound	rigid	inflexible	inflexibly	dogmatic	dogma
6392 3475	CFA	doctor	neurologist	urologist	cardiologist	surgeon	physician	clinician	patient	radiologist	radiology	cardiology	obstetric	obstetrician	obstetrical	midwive	midwifery	nurse	anesthetist	anesthesiologist	anesthesiology
6392 3477	CFA	morph	transform	evolve	metamorphose	transmute	transfigure	ennoble	vivify	imbue	infuse	inject	meld	incorporate	combine	merge	integrate	amalgamate	subsume	cohere	coalesce
6392 3478	CFA	chat	reminisce	talk	speak	converse	interact	correspond	meet	visit	tour	travel	fly	journey	trek	traipse	wander	venture	amble	saunter	mosey
6392 3479	CFA	butcher	butchery	slaughter	massacre	killing	shooting	stabbing	murder	slay	slaying	kill	stab	knife	bludgeon	dismember	rape	abduct	kidnap	abduction	carjack
6392 3480	CFA	severer	severe	worsen	deterioration	deteriorate	erode	diminish	weaken	undermine	jeopardize	imperil	endanger	hamper	complicate	impede	hinder	impair	threaten	affect	cripple
6392 3481	CFA	blanket	envelop	engulf	grip	roil	wrack	riven	plague	mar	overshadow	clouded	dampen	dent	tarnish	beset	dog	bedevil	hamper	stymie	hamstring
6392 3482	CFA	serpentine	sinuous	undulate	undulation	camber	curve	contour	bevel	concave	convex	ridge	scallop	flute	conical	cylindrical	hexagonal	rectangular	pentagonal	semicircle	oblong
6392 3483	CFA	improvise	improvisational	improvisation	improvisatory	contrapuntal	pizzicato	cadenzas	scherzo	cadenza	adagio	allegro	vivace	andante	toccata	pizzicatos	pizzicati	glissandi	tremolos	legato	pianissimo
6392 3484	CFA	quota	tariff	subsidy	subsidization	subsidize	unsubsidize	prorate	surtax	taxis	levy	tax	taxation	taxable	income	deduction	deductibility	nondeductible	deduct	itemize	deductible
6392 3486	CFA	attachment	folder	subdirectory	filename	grep	concatenate	literal	recursion	recursively	iterator	subroutine	operand	datatype	delimiter	boolean	hexadecimal	unicode	multibyte	ioctl	uninitialized
6392 3487	CFA	septum	uvula	epiglottis	sphincter	glottis	bronchi	duodenum	pharynx	pharyngeal	papilla	auricle	mastoid	maxillary	maxilla	calculi	duodenal	lymphatic	ganglion	medulla	membranous
6392 3488	CFA	rotational	rotate	alternate	oscillate	oscillation	perturbation	magnetization	amplitude	excitation	electron	photon	atom	nuclei	dimer	orbital	helix	molecule	protein	molecular	peptide
6392 3489	CFA	hoof	trundle	amble	stroll	wander	saunter	strode	walk	trudge	jog	lope	sprint	scoot	dart	glide	waltz	scamper	scurry	hustle	motor
6392 3490	CFA	makeshift	tent	canopy	semicircular	rectangular	oblong	rectangle	semicircle	pentagonal	hexagonal	hexagon	octagon	polyhedron	tetrahedron	rhombus	equilateral	isoscele	ovoid	conic	cylindrical
6392 3492	CFA	heal	mend	repair	rebuilt	renovate	refurbish	remodel	refurnish	redecorate	refinish	reupholstere	repaint	redone	reconfigure	reconstruct	demolish	raze	bulldoze	redevelop	construct
6392 3493	CFA	jake	gobbler	tom	covey	mallard	widgeon	gadwall	wigeon	merganser	canvasback	brant	waterfowl	geese	bird	songbird	bobolink	dickcissel	bobwhite	cottontail	juncos
6392 3494	CFA	inset	picture	foreground	silhouette	crouch	kneel	clasp	caress	cradle	clutch	clench	cup	outstretche	windmille	upraise	wave	gesture	gesticulate	motion	smile
6392 3495	CFA	track	racetrack	race	raceway	speedway	motorsport	motocross	racer	rider	cyclist	cycle	bike	bicycle	motorcycle	scooter	motorbike	mope	minibike	car	vehicle
6392 3496	CFA	stoner	slacker	goofball	goofy	kooky	wacky	freaky	weird	strange	bizarre	peculiar	odd	comical	hilarious	humorous	amusing	zany	funny	corny	silly
6392 3497	CFA	slide	slip	tumble	surge	soar	jump	leapt	fall	rise	dip	climb	inch	edge	retreat	plunge	plummet	slump	sink	nosedive	drop
6392 3498	CFA	newspaperwoman	newspaperman	newsman	journalist	photojournalist	photographer	cameraman	camerawoman	reporter	correspondent	corespondent	correspondant	writer	columnist	editor	freelancer	freelance	cartoonist	illustrator	painter
6392 3499	CFA	sparc	mysql	php	grep	awk	kde	svn	openoffice	osx	linux	slackware	kvm	xterm	exe	filename	firefox	mozilla	debian	unix	api
6392 3500	CFA	rotarian	volunteer	helper	assist	help	assistance	support	aid	relief	succor	respite	solace	refuge	sanctuary	shelter	displace	refugee	evacuee	survivor	orphan
6392 3501	CFA	credential	qualification	competence	aptitude	skill	ability	talent	prowess	smart	toughness	moxie	spunk	gumption	tenacity	fearlessness	fortitude	courage	resourcefulness	ingenuity	perseverance
6392 3502	CFA	consider	contemplate	ponder	wonder	fret	worried	fearful	frighten	scare	terrify	horrify	aghast	outrage	dismay	dumbfound	shock	appal	disgust	flabbergast	astonish
6392 3503	CFA	hulk	hunk	babe	gal	blonde	redhead	blond	brunet	brunette	busty	buxom	sexy	voluptuous	shapely	curvaceous	curvy	curvacious	svelte	petite	willowy
6392 3504	CFA	instill	inspire	galvanize	energize	motivate	excite	captivate	mesmerize	enthrall	enchant	astonish	fascinate	amaze	dazzle	astound	amuse	mystify	bewitch	bewilder	confound
6392 3505	CFA	pickin	singin	banjo	banjos	dulcimer	mandolin	guitar	harmonicas	ukulele	ukelele	glockenspiel	vibraphone	xylophone	zither	lute	flute	violin	cello	piano	trombone
6392 3506	CFA	profit	benefit	prosper	thrive	flourish	blossom	evolve	mature	grown	grow	burgeon	outgrow	sprout	bloomed	bloom	flower	forsythia	wisteria	honeysuckle	jonquil
6392 3507	CFA	ipu	pua	hala	nui	atu	kii	kaa	iya	nao	nyo	isu	alam	diri	ulo	malabo	iyo	balak	salamat	kono	aar
6392 3508	CFA	handstand	twirl	shimmy	lunge	pirouette	somersault	cartwheel	backflip	flip	handspring	handspre	pike	lutz	dismount	pommel	gymnastic	gymnast	vaulter	skater	skate
6392 3510	CFA	occupy	inhabit	infest	populate	people	teem	bustle	thrive	prosper	prosperous	flourish	vibrant	cosmopolitan	megalopolis	metropolis	megalopoli	conurbation	urbanized	urban	metropolitan
6392 3511	CFA	finesse	tweak	tinker	experiment	dabble	toy	contemplate	consider	ponder	muse	ruminate	obsessing	obsess	fret	worry	worried	wonder	speculate	talk	discuss
6392 3512	CFA	forest	deforest	reforest	reforestation	afforestation	forestation	afforest	hectare	acre	acreage	farmland	land	tract	parcel	landowner	landholder	landholding	property	tillable	hay
6392 3513	CFA	siberian	balalaika	zither	lute	flute	piano	clarinet	bassoon	trombone	saxophone	cello	oboe	violin	viola	cellist	violinist	violist	soloist	pianist	clarinetist
6392 3514	CFA	squash	quell	pacify	taming	curb	curtail	restrict	ban	prohibit	forbid	prohibition	outlaw	regulate	limit	prevent	deter	dissuade	discourage	preclude	bar
6392 3515	CFA	pardonable	expiate	abasement	expiation	propitiation	penance	repentance	atonement	forgiveness	absolution	salvation	deliverance	righteousness	holiness	sanctification	blessedness	beatitude	fulness	lowliness	fleshly
6392 3516	CFA	team	collaborate	partnering	partnership	collaboration	collaborative	synergy	synergistic	complementary	complement	combine	meld	merge	integrate	integration	leverage	utilize	incorporate	fuse	blend
6392 3517	CFA	plotter	terrorist	jihadist	extremist	jihadis	militant	insurgent	guerrilla	guerilla	rebel	militiaman	militia	insurgency	militancy	extremism	radicalism	fundamentalism	fundamentalist	radical	islamist
6392 3518	CFA	blackthorn	bracken	bramble	heath	undergrowth	copse	hedgerow	woodland	moorland	moor	glen	meadow	fen	skylark	lapwing	curlews	curlew	nightjar	lapwe	bullfinch
6392 3519	CFA	hormonal	physiological	biochemical	metabolic	endocrine	metabolism	metabolize	enzyme	protein	lipid	peptide	molecule	molecular	receptor	gene	mutation	phenotype	polymorphism	loci	genome
6392 3520	CFA	aar	roz	kab	kahan	karna	jaan	badi	tarah	teri	kaa	zara	sada	hein	sab	karo	hai	aur	ka	ke	ki
6392 3521	CFA	fleet	wheelbase	chassis	crankcase	fender	bodywork	fairing	mudguard	chrome	grille	valance	cowl	cowling	stiffener	gussete	bevel	gaiter	chainstay	backrest	backr
6392 3522	CFA	ventriloquism	ventriloquist	magician	juggler	acrobat	contortionist	aerialist	trapeze	acrobatic	contortion	pirouette	somersault	handstand	cartwheel	twirl	gymnastic	dance	dancer	ballerina	ballet
6392 3523	CFA	secession	secede	secessionist	separatist	nationalist	separatism	nationalism	chauvinism	nationalistic	jingoist	jingoistic	jingoism	patriotism	patriotic	patriot	unpatriotic	treasonous	reactionary	fascist	fascism
6392 3524	CFA	congress	plenary	plenarie	colloquium	symposium	workshop	seminar	lecture	presentation	keynote	webinar	webcast	teleconference	conference	briefing	meet	meeting	forum	discussion	debate
6392 3525	CFA	seduce	ravish	hypnotize	beguile	mesmerize	dazzle	enthrall	enthral	captivate	enrapture	enchant	bewitche	bedazzle	tantalize	wow	awe	amaze	astound	impress	fascinate
6392 3526	CFA	exploitative	crass	tactless	thoughtless	idiotic	nonsensical	illogical	moronic	stupid	ridiculous	asinine	absurd	laughable	silly	ludicrous	preposterous	outrageous	outlandish	inane	vacuous
6392 3527	CFA	crush	pulverize	pulverization	sieve	sifter	granulate	centrifuge	agglomerate	carbide	spheroidal	tetrahedron	polyhedra	spheroid	membranous	sepal	calculi	nodular	cystic	luminal	duodenal
6392 3528	CFA	nokia	samsung	motorola	sony	htc	tmobile	verizon	cingular	tmo	iphone	ipad	ipod	powerbook	osx	linux	slackware	nvidia	hdmi	hdd	firewire
6392 3529	CFA	unlock	activate	deactivate	detect	disable	reprogram	immobilize	actuate	disengage	detach	overheat	disappear	reappear	resurface	succumb	banish	rous	waken	awaken	vanishe
6392 3530	CFA	sandalwood	agarwood	attar	cassia	osmanthus	angelica	barberry	bayberry	honeysuckle	hibiscuse	cyclamen	cornflower	gentian	narcissi	umbel	catkin	raceme	philodendron	verbena	forsythia
6392 3531	CFA	conform	compliant	compliance	comply	noncompliance	noncompliant	complie	adhere	abide	flout	enforce	obey	disobey	transgress	disregard	ignore	defy	contradict	contravene	violate
6392 3532	CFA	showcase	exhibit	display	demonstrate	show	evince	manifest	exemplify	personify	epitomize	symbolize	embody	embodie	personifie	typifie	typify	emblematic	characterize	bespeak	convey
6392 3533	CFA	altogether	simply	entirely	utterly	strangely	somewhat	admittedly	downright	undeniably	incredibly	unbelievably	amazingly	remarkably	exceedingly	astoundingly	shockingly	astonishingly	staggeringly	absurdly	ludicrously
6392 3534	CFA	mammography	mammogram	colonoscopy	biopsy	biopsie	polyp	melanomas	tumor	metastasis	lesion	nodule	cyst	calculi	carcinoma	malignancy	carcinomas	cancer	melanoma	lymphoma	sarcoma
6392 3535	CFA	greenhorn	novice	newbie	neophyte	newcomer	rookie	freshman	underclassman	upperclassman	sophomore	junior	senior	starter	standout	scorer	player	coach	teammate	guy	fella
6392 3536	CFA	pump	compressor	condenser	radiator	dehumidify	humidify	humidifie	preheat	ductless	thermostatic	hygrometer	airflow	valve	nozzle	platen	actuator	solenoid	camshaft	bushing	bush
6392 3537	CFA	reckon	insist	believe	say	argue	concede	contend	assert	acknowledge	admit	confesse	realize	think	know	understand	feel	professe	consider	see	agree
6392 3538	CFA	chest	neck	abdomen	stomach	belly	tummie	tummy	thigh	breast	nipple	boob	bosom	derriere	tush	posterior	backside	rump	hindquarter	udder	hoof
6392 3539	CFA	chopstick	noodle	dumpling	dumple	jiaozi	congee	dimsum	sukiyaki	boba	kao	xiao	cai	bao	shao	zi	xia	siu	xiang	guo	xing
6392 3540	CFA	zt	pickup	truck	vehicle	van	minivan	car	sedan	hatchback	coupe	roadster	hardtop	econobox	camry	suv	chevy	chevrolet	buick	prius	subaru
6392 3541	CFA	pirate	piracy	bootleg	bootlegger	counterfeiter	counterfeit	fake	forgery	forger	swindler	crook	criminal	thief	robber	burglar	intruder	prowler	bandit	mugger	gangster
6392 3542	CFA	disuse	gaswork	derelict	dilapidate	decrepit	rust	rickety	creaky	crumble	creak	decay	rot	mildew	mildewy	moldy	musty	molder	dank	dingy	grimy
6392 3543	CFA	bag	suitcase	luggage	baggage	belonging	valuable	strongbox	briefcase	satchel	backpack	rucksack	haversack	knapsack	valise	handbag	wallet	billfold	purse	bankbook	checkbook
6392 3544	CFA	initial	logo	emblazon	stencil	inscribe	embossed	engrave	imprint	affix	etch	adorn	decorate	embroider	drape	festoon	bedeck	deck	clothe	garb	attire
6392 3545	CFA	kickstand	backr	footrest	backrest	footr	headr	headrest	armrest	rearmost	rearward	rear	aft	inboard	bimini	foldaway	retractable	detachable	removable	lockable	gussete
6392 3546	CFA	clitoral	penile	rectal	anal	genital	vaginal	vagina	penis	clitoris	anus	rectum	urethra	uterus	cervix	uterine	vulva	pharyngeal	auricle	umbilicus	labial
6392 3547	CFA	hoot	groan	howl	squeal	gasp	shriek	scream	shout	cry	wail	yelps	yowl	yelp	moan	growl	cackle	hiss	whinny	squawks	bleat
6392 3548	CFA	aly	hernandez	luis	jose	carlos	sergio	juan	roberto	miguel	perez	lopez	garcia	rodriguez	ortiz	gomez	sanchez	reyes	samuel	joel	gilbert
6392 3549	CFA	emac	openoffice	osx	powerbook	nvidia	cpu	gpu	linux	unix	mozilla	kde	debian	mysql	svn	slackware	kvm	xterm	mmc	vm	api
6392 3550	CFA	transfix	enrapture	captivate	rivet	enthral	entrance	spellbind	exhilarate	thrill	mesmerize	dazzle	breathtake	spectacular	magnificent	marvelous	splendid	scintillate	brilliant	superb	sublime
6392 3551	CFA	respectfully	cordially	warmly	graciously	courteously	kindly	polite	gracious	politely	tactfully	deferentially	condescendingly	disdainfully	haughtily	arrogantly	blithely	smugly	cheerfully	casually	cheerily
6392 3552	CFA	hyperlinke	drupal	wordpress	jsp	php	mysql	kvm	svn	grep	awk	openoffice	kde	debian	linux	osx	slackware	xterm	exe	mozilla	firefox
